"num_incomes","pan_inc_chg","pan_inc_chg_pct","pan_exp_chg","pan_exp_chg_pct","pan_fi_chg","pan_ret_date_chg","pan_financial_impact","age","fin_indy","fin_indy_num","fin_indy_pct","retire_invst_num","tgt_sf_wthdrw_rt","max_retire_sup","retire_exp","whn_fin_indy_num","fin_indy_lvl","retire_age","stp_whn_fin_indy","employer","role","ft_status","pt_status","gig_status","edu_status","housing","2020_gross_inc","2020_invst_save","political_grouped","race_eth_grouped","gender_grouped","edu_grouped","rel_status_grouped","children_grouped","country_grouped","industry_grouped","total_assets","total_debts","total_expenses"
2,"Increased",0.25,"Decreased",0.25,"No change","No change","Positive",26,0,2500000,3,2500000,3.5,60000,80000,0,NA,46,"Yes","Private corporation","Professional (licensed / certificated)","For an Organization (Employed)",NA,NA,"Not a student","Rent",1e+05,0,"Other","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","Other","Financial Services",90700,45000,57951
2,"Stayed the same",0,"Decreased",0.15,"No change","Become sooner","Positive",36,0,750000,75,750000,4,30000,30000,0,NA,36,"Yes","Private corporation","Administrative staff","For an Organization (Employed)",NA,NA,"Not a student","Rent",90000,53000,"Other","White / Caucasian","Female","High School or Less","In a Relationship","No Children","Other","Financial Services",560000,0,23995
1,"Increased",0.15,"Stayed the same",0,"Increase","No change","Neutral",26,0,2500000,10,4e+06,4,12000,60000,0,NA,36,"Undecided","Private corporation","Skilled Laborer / Skilled Trade","For an Organization (Employed)",NA,NA,"Not a student","Live with family or friends",81650,50000,"Other","White / Caucasian","Male","Some College or Trade School","Singles","No Children","Other","Other Services",240000,0,21550
1,"Increased",NA,"Decreased",NA,"Increase","Become sooner","Positive",26,1,NA,NA,NA,NA,NA,NA,2e+06,"FI",31,"Partially","Self-employed","Consultant","For Myself (Self-Employed)","For an Organization (Employed)",NA,"Not a student","Live with family or friends",235000,61000,"Other","Asian or Pacific Islander","Male","Some College or Trade School","Singles","No Children","Other","Financial Services",3244500,348610,392100
1,"Stayed the same",0,"Stayed the same",0,"No change","No change","Neutral",41,0,1500000,70,1500000,4.5,12000,65000,0,NA,46,"Partially","Private corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Own",85000,5000,"Other","White / Caucasian","Male","Some College or Trade School","In a Relationship","Have Children","Other","Information Technology",1399286,339500,47350
1,"Increased",0.55,"Decreased",0.25,"No change","Become sooner","Positive",36,0,1500000,68,1500000,4,25000,60000,0,NA,36,"Yes","Private corporation","Professional (non-licensed, certified)","For an Organization (Employed)",NA,NA,"Not a student","Rent",196000,92000,"Other","White / Caucasian","Male","Bachelor's or Associate's Degree","Singles","No Children","Other","Other Services",966000,0,109784
1,"Stayed the same",NA,"Decreased",0.75,"No change","No change","Positive",21,0,NA,NA,NA,NA,NA,NA,0,NA,56,"Partially","Private corporation","Customer Service","For an Organization (Employed)",NA,NA,"Not a student","Live with family or friends",17500,0,"Other","White / Caucasian","Male","Doctorate or Master's Degree","Singles","No Children","Other","Financial Services",50000,0,9350
1,"Increased",0.05,"Decreased",0.05,"Increase","No change","Positive",41,1,NA,NA,NA,NA,NA,NA,650000,"LeanFI",51,"Yes","Private corporation","Management - Middle / Lower","For an Organization (Employed)",NA,"For Myself (Self-Employed)","Student","Own",120000,15000,"Other","White / Caucasian","Female","Some College or Trade School","Singles","No Children","Other","Healthcare",1545000,240000,63700
1,"Stayed the same",0,"Decreased",0.05,"Decrease","No change","Positive",26,0,3e+05,25,1e+06,3,25000,35000,0,NA,51,"Partially","Private corporation","Professional (non-licensed, certified)","For an Organization (Employed)",NA,NA,"Not a student","Rent",55000,12000,"Other","White / Caucasian","Male","Doctorate or Master's Degree","Singles","No Children","Other","Construction",89000,0,32680
2,"Increased",0.45,"Decreased",0.15,"No change","No change","Positive",51,0,1200000,400,1,3,50000,0,0,NA,56,"No","Public corporation","Management - Middle / Lower","For an Organization (Employed)",NA,NA,"Not a student","Own",3e+05,50000,"Other","White / Caucasian","Male","Doctorate or Master's Degree","In a Relationship","Have Children","Other","Professional & Business Services",4500100,0,95900
1,"Stayed the same",0,"Decreased",0.25,"No change","Become sooner","Positive",26,0,NA,NA,NA,3,NA,NA,0,NA,41,"Partially","Private corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Rent",60000,33728,"Other","White / Caucasian","Female","Bachelor's or Associate's Degree","Singles","No Children","Other","Information Technology",71000,0,26272
1,"Stayed the same",0,"Decreased",0.05,"No change","No change","Positive",31,0,2e+06,7.5,3e+06,3,14000,80000,0,NA,51,"Undecided","Public corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Rent",1e+05,22000,"Other","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","Other","Information Technology",225000,700,68350
2,"Stayed the same",0,"Decreased",0.05,"No change","No change","Neutral",36,0,2e+06,50,1500000,3,90000,20000,0,NA,46,"Partially","Public agency","Professional (licensed / certificated)","For an Organization (Employed)",NA,NA,"Not a student","Own",175000,20000,"Other","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","Have Children","Other","Other Services",726000,170000,85000
1,"Increased",0.25,"Decreased",0.45,"No change","Become sooner","Positive",21,0,750000,10,1e+06,5,1500,40000,0,NA,31,"Yes","Public agency","Professional (non-licensed, certified)","For an Organization (Employed)",NA,NA,"Not a student","Live with family or friends",45000,30000,"Other","White / Caucasian","Male","Bachelor's or Associate's Degree","Singles","No Children","Other","Public Administration (Civilian Government)",71000,15000,18200
2,"Stayed the same",0,"Stayed the same",0,"No change","No change","Neutral",31,0,1750000,66,2e+06,3.5,12000,80000,0,NA,71,"Partially","Public corporation","Professional (non-licensed, certified)","For an Organization (Employed)",NA,"For Myself (Self-Employed)","Not a student","Rent",2e+05,80000,"Other","White / Caucasian","Male","Doctorate or Master's Degree","In a Relationship","No Children","Other","Professional & Business Services",1151000,0,108725
1,"Stayed the same",0,"Decreased",0.05,"No change","Become sooner","Positive",41,1,NA,NA,NA,NA,NA,NA,2500,"FI",41,"Yes","Public corporation","Information Technology",NA,"For an Organization (Employed)",NA,"Not a student","Rent",470000,2e+05,"Other","White / Caucasian","Male","Doctorate or Master's Degree","In a Relationship","Have Children","Other","Information Technology",2570000,0,267200
1,"Stayed the same",0.05,"Stayed the same",0.05,"No change","Become sooner","Positive",31,0,1100000,10,1531436,3.5,15500,50000,0,NA,46,"Undecided","Private corporation","Information Technology","For an Organization (Employed)",NA,NA,"Student","Rent",61000,30000,"Other","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","Other","Financial Services",113500,19000,36144
2,"Decreased",0.15,"Decreased",0.05,"No change","No change","Neutral",31,0,2500000,37,2500000,3.2,24000,80000,0,NA,56,"Undecided","Public corporation","Marketing","For an Organization (Employed)",NA,NA,"Student","Rent",155000,50000,"Other","White / Caucasian","Male","Doctorate or Master's Degree","In a Relationship","Have Children","Other","Professional & Business Services",930000,0,108210
2,"Stayed the same",0,"Decreased",0.15,"Decrease","Become sooner","Positive",31,0,8e+05,3.25,6e+05,3.5,16000,21000,0,NA,46,"No","Nonprofit corporation","Management - Upper","For an Organization (Employed)",NA,NA,"Not a student","Rent",110000,18000,"Other","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","Other","Healthcare",31000,0,36100
1,"Stayed the same",0,"Decreased",0.05,"No change","Become sooner","Positive",31,0,2500000,20,2500000,4,12000,75000,0,NA,51,"Partially","Private corporation","Professional (licensed / certificated)","For an Organization (Employed)",NA,NA,"Not a student","Rent",140000,40000,"Other","Asian or Pacific Islander","Male","Bachelor's or Associate's Degree","Singles","No Children","Other","Other Services",512000,90,94200
2,"Decreased",0.45,"Decreased",0.15,"No change","Become sooner","Neutral",36,0,1e+06,35,1e+06,4,40000,60000,0,NA,46,"Partially","Private corporation","Professional (non-licensed, certified)",NA,NA,"For Myself (Self-Employed)","Not a student","Own",120000,40000,"Other","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","Have Children","Other","Construction",995100,295000,98000
2,"Increased",0.05,"Decreased",0.05,"No change","No change","Positive",31,0,8e+05,30,1e+06,3.5,15000,35000,0,NA,46,"Undecided","Public agency","Management - Middle / Lower","For an Organization (Employed)",NA,NA,"Not a student","Own",170000,72000,"Other","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","Other","Public Administration (Civilian Government)",695000,139000,83656
1,"Stayed the same",0,"Decreased",0.05,"No change","No change","Positive",31,0,2e+06,8,2e+06,3.5,10000,70000,0,NA,46,"Partially","Public corporation","Management - Middle / Lower","For an Organization (Employed)",NA,NA,"Not a student","Own",120000,73100,"Other","Asian or Pacific Islander","Female","Bachelor's or Associate's Degree","In a Relationship","No Children","Other","Financial Services",470600,231000,62837
1,"Stayed the same",0.05,"Increased",0.25,"Increase","No change","Positive",31,0,2e+06,50,3500000,2.5,1500,10000,0,NA,41,"Partially","Public agency","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Own",75000,25000,"Other","Asian or Pacific Islander","Male","Bachelor's or Associate's Degree","Singles","No Children","Other","Information Technology",1465000,410000,51400
1,"Stayed the same",0,"Decreased",0.05,"No change","No change","Neutral",36,0,NA,NA,NA,3,NA,NA,0,NA,51,"Yes","Private corporation","Professional (licensed / certificated)","For an Organization (Employed)",NA,NA,"Not a student","Own",0,0,"Other","White / Caucasian","Male","Bachelor's or Associate's Degree","Singles","No Children","Other","Other Services",0,0,0
1,"Stayed the same",0,"Decreased",0.15,"No change","No change","Neutral",21,0,1e+06,20,1e+09,5,1e+05,1e+05,0,NA,NA,"Partially","Self-employed","Skilled Laborer / Skilled Trade","For Myself (Self-Employed)",NA,NA,"Not a student","Rent",1e+05,0,"Other","White / Caucasian","Male","High School or Less","Singles","No Children","Other","Information Technology",1195000,0,18500
1,"Stayed the same",0,"Increased",0.25,NA,NA,NA,21,0,2e+06,4.5,NA,NA,NA,NA,0,NA,NA,"Yes",NA,NA,NA,NA,NA,"Student","Rent",19000,0,"Other",NA,"Male","Bachelor's or Associate's Degree","Singles",NA,"Other",NA,94200,500,24700
1,"Stayed the same",0,"Stayed the same",0,"No change","No change","Neutral",51,0,1800000,70,1800000,4,10000,65000,0,NA,56,"Undecided","Public corporation","Management - Middle / Lower","For an Organization (Employed)",NA,NA,"Not a student","Own",175000,50000,"Other","White / Caucasian","Male","Doctorate or Master's Degree","In a Relationship","No Children","Other","Information Technology",2082000,0,158500
1,"Stayed the same",NA,"Decreased",0.05,"No change","No change","Neutral",36,0,2e+06,50,2e+06,4,20000,40000,0,NA,41,"No","Public corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Rent",150000,50000,"Other",NA,"Male","Bachelor's or Associate's Degree","In a Relationship","Have Children","Other","Information Technology",1026370,1000,88600
2,"Stayed the same",0,"Decreased",0.25,"No change","No change","Positive",41,0,5e+06,50,5e+06,3,NA,75000,0,NA,61,"No","Self-employed","Management - Upper","For Myself (Self-Employed)",NA,NA,"Not a student","Own",180000,25000,"Other","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","Have Children","Other","Construction",2120000,0,96000
1,"Stayed the same",NA,"Decreased",0.15,"No change","No change","Positive",26,0,1200000,2.4,1200000,3.5,7222,40000,0,NA,46,"Yes","Public corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Rent",63829,50,"Other","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","Other","Information Technology",56109,186,40624
2,"Decreased",0.05,"Decreased",0.05,"Decrease","Become sooner","Positive",36,1,NA,NA,NA,NA,NA,NA,1e+06,"FI",41,"Undecided","Private corporation","Professional (non-licensed, certified)","For an Organization (Employed)",NA,NA,"Not a student","Own",150000,90000,"Other","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","Other","Construction",1010300,0,101000
2,"Decreased",0.45,"Stayed the same",0,"No change","No change","Negative",31,0,1e+06,50,1750000,3.5,15000,30000,0,NA,51,"No","Public corporation","Information Technology","For an Organization (Employed)","For an Organization (Employed)",NA,"Not a student","Rent",120000,50000,"Other","Asian or Pacific Islander","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","Other","Information Technology",520000,15000,63000
2,"Decreased",0.25,"Decreased",0.15,"No change","No change","Positive",51,1,NA,NA,NA,NA,NA,NA,1350000,"Barista / Coast FI",56,"Partially","Public corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Own",165000,0,"Other","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","Other","Information Technology",1900000,0,54500
1,"Stayed the same",0,"Stayed the same",0,"No change","No change","Neutral",26,0,NA,NA,53,NA,NA,NA,0,NA,51,"Undecided","Public agency","Skilled Laborer / Skilled Trade","For an Organization (Employed)",NA,NA,"Not a student","Own",39000,0,"Other","White / Caucasian","Male","High School or Less","In a Relationship","No Children","Other","Other Services",175000,0,24000
2,"Increased",0.05,"Decreased",0.05,"No change","No change","Positive",26,0,3e+06,7,3e+06,3,700,40000,0,NA,56,"Partially","Private corporation","Management - Middle / Lower","For an Organization (Employed)",NA,NA,"Not a student","Live with family or friends",235000,1e+05,"Other","Asian or Pacific Islander","Male","Doctorate or Master's Degree","In a Relationship","No Children","Other","Financial Services",260000,0,85500
